GEOID,NAME,ST,variable,value
4840258,Lago,Texas,P001001,204
4840264,Lago Vista,Texas,P001001,6041
4840270,Lago Vista,Texas,P001001,115
4840276,La Grange,Texas,P001001,4641
4840288,La Grulla,Texas,P001001,1622
4840300,Laguna Heights,Texas,P001001,3488
4840312,Laguna Park,Texas,P001001,1276
4840320,Laguna Seca,Texas,P001001,266
4840336,Laguna Vista,Texas,P001001,3117
4840342,La Homa,Texas,P001001,11985
4840384,La Joya,Texas,P001001,3985
4840450,Lake Bridgeport,Texas,P001001,340
4840456,Lake Brownwood,Texas,P001001,1532
4840462,Lake Bryan,Texas,P001001,1728
4840468,Lake Cherokee,Texas,P001001,3071
4840472,Lake City,Texas,P001001,509
4840475,Lake Colorado City,Texas,P001001,588
4840516,Lake Dallas,Texas,P001001,7105
4840522,Lake Dunlap,Texas,P001001,1934
4840576,Lakehills,Texas,P001001,5150
4840588,Lake Jackson,Texas,P001001,26849
4840624,Lake Kiowa,Texas,P001001,1906
4840674,Lake Medina Shores,Texas,P001001,1235
4840676,Lake Meredith Estates,Texas,P001001,437
4840696,Lakeport,Texas,P001001,974
4840714,Lakeshore Gardens-Hidden Acres,Texas,P001001,504
4840738,Lakeside (San Patricio County),Texas,P001001,312
4840744,Lakeside (Tarrant County),Texas,P001001,1307
4840756,Lakeside City,Texas,P001001,997
4840804,Lake Tanglewood,Texas,P001001,796
4840888,Lakeview,Texas,P001001,107
4840966,Lake View,Texas,P001001,199
4840984,Lakeway,Texas,P001001,11391
4841050,Lakewood Village,Texas,P001001,545
4841056,Lake Worth,Texas,P001001,4584
4841086,La Loma de Falcon,Texas,P001001,95
4841092,Lamar,Texas,P001001,636
4841116,La Marque,Texas,P001001,14509
4841164,Lamesa,Texas,P001001,9422
4841170,La Minita,Texas,P001001,171
4841188,Lampasas,Texas,P001001,6681
4841212,Lancaster,Texas,P001001,36361
4841404,Lantana,Texas,P001001,6874
4841416,La Paloma,Texas,P001001,2903
4841420,La Paloma Addition,Texas,P001001,330
4841422,La Paloma-Lost Creek,Texas,P001001,408
4841424,La Paloma Ranchettes,Texas,P001001,239
4841440,La Porte,Texas,P001001,33800
4841449,La Presa,Texas,P001001,319
4841452,La Pryor,Texas,P001001,1643
4841458,La Puerta,Texas,P001001,632
4841464,Laredo,Texas,P001001,236091
4841473,Laredo Ranchettes,Texas,P001001,22
4841475,Laredo Ranchettes West,Texas,P001001,0
4841503,La Rosita,Texas,P001001,85
4841542,Lasana,Texas,P001001,84
4841548,Lasara,Texas,P001001,1039
4841565,Las Haciendas,Texas,P001001,7
4841566,Las Lomas,Texas,P001001,3147
4841569,Las Lomitas,Texas,P001001,244
4841579,Las Palmas,Texas,P001001,67
4841580,Las Palmas II,Texas,P001001,1605
4841582,Las Pilas,Texas,P001001,28
4841583,Las Quintas Fronterizas,Texas,P001001,3290
4841644,Latexo,Texas,P001001,322
4841660,La Tina Ranch,Texas,P001001,618
4841704,Laughlin AFB,Texas,P001001,1569
4841728,Laureles,Texas,P001001,3692
4841764,La Vernia,Texas,P001001,1034
4841782,La Victoria,Texas,P001001,171
4841788,La Villa,Texas,P001001,1957
4841800,Lavon,Texas,P001001,2219
4841848,La Ward,Texas,P001001,213
4841872,Lawn,Texas,P001001,314
4841980,League City,Texas,P001001,83560
4842004,Leakey,Texas,P001001,425
4842016,Leander,Texas,P001001,26521
4842028,Leary,Texas,P001001,495
4842148,Lefors,Texas,P001001,497
4842256,Leming,Texas,P001001,946
4842340,Leona,Texas,P001001,175
4842352,Leonard,Texas,P001001,1990
4842388,Leon Valley,Texas,P001001,10151
4842400,Leroy,Texas,P001001,337
4842448,Levelland,Texas,P001001,13542
4842508,Lewisville,Texas,P001001,95290
4842532,Lexington,Texas,P001001,1177
4842568,Liberty,Texas,P001001,8397
4842616,Liberty City,Texas,P001001,2351
4842664,Liberty Hill,Texas,P001001,967
4842808,Lincoln Park,Texas,P001001,308
4842820,Lindale,Texas,P001001,4818
4842844,Linden,Texas,P001001,1988
4842868,Lindsay,Texas,P001001,1018
4842874,Lindsay,Texas,P001001,271
4842916,Linn,Texas,P001001,801
4842940,Lipan,Texas,P001001,430
4842952,Lipscomb,Texas,P001001,37
4843012,Little Elm,Texas,P001001,25898
4843024,Littlefield,Texas,P001001,6372
4843066,Little River-Academy,Texas,P001001,1961
4843096,Live Oak,Texas,P001001,13131
4843120,Liverpool,Texas,P001001,482
4843132,Livingston,Texas,P001001,5335
4843144,Llano,Texas,P001001,3232
4843150,Llano Grande,Texas,P001001,3008
4843240,Lockhart,Texas,P001001,12698
4843252,Lockney,Texas,P001001,1842
4843354,Log Cabin,Texas,P001001,714
4843432,Lolita,Texas,P001001,555
4843458,Loma Grande,Texas,P001001,107
4843460,Loma Linda,Texas,P001001,122
4843462,Loma Linda East (Jim Wells County),Texas,P001001,254
4843463,Loma Linda East (Starr County),Texas,P001001,44
4843465,Loma Linda West,Texas,P001001,114
4843474,Loma Vista,Texas,P001001,160
4843516,Lometa,Texas,P001001,856
4843636,Lone Oak,Texas,P001001,598
4843684,Lone Star,Texas,P001001,1581
4843822,Longoria,Texas,P001001,92
4843888,Longview,Texas,P001001,80455
4843948,Loop,Texas,P001001,225
4843960,Lope?o,Texas,P001001,174
4843972,Lopezville,Texas,P001001,4333
4843996,Loraine,Texas,P001001,602
4844020,Lorena,Texas,P001001,1691
4844032,Lorenzo,Texas,P001001,1147
4844038,Los Altos,Texas,P001001,140
4844044,Los Alvarez,Texas,P001001,303
4844062,Los Angeles,Texas,P001001,121
4844072,Los Arcos,Texas,P001001,127
4844075,Los Arrieros,Texas,P001001,91
4844076,Los Barreras,Texas,P001001,288
4844078,Los Centenarios,Texas,P001001,87
4844079,Los Corralitos,Texas,P001001,35
4844104,Los Ebanos (Hidalgo County),Texas,P001001,335
4844110,Los Ebanos (Starr County),Texas,P001001,280
4844116,Los Fresnos,Texas,P001001,5542
4844120,Los Fresnos,Texas,P001001,67
4844123,Los Huisaches,Texas,P001001,17
4844128,Los Indios,Texas,P001001,1083
4844142,Los Lobos,Texas,P001001,9
4844145,Los Minerales,Texas,P001001,20
4844146,Los Nopalitos,Texas,P001001,62
4844166,Lost Creek,Texas,P001001,4509
4844167,Los Veteranos I,Texas,P001001,24
4844168,Los Veteranos II,Texas,P001001,24
4844170,Los Ybanez,Texas,P001001,19
4844176,Lott,Texas,P001001,759
4844212,Louise,Texas,P001001,995
4844260,Lovelady,Texas,P001001,649
4844308,Lowry Crossing,Texas,P001001,1711
4844344,Lozano,Texas,P001001,404
4845000,Lubbock,Texas,P001001,229573
4845012,Lucas,Texas,P001001,5166
4845048,Lueders,Texas,P001001,346
4845072,Lufkin,Texas,P001001,35067
4845096,Luling,Texas,P001001,5411
4845120,Lumberton,Texas,P001001,11943
4845228,Lyford,Texas,P001001,2611
4845288,Lytle,Texas,P001001,2492
4845324,Mabank,Texas,P001001,3035
4845384,McAllen,Texas,P001001,129877
4845432,McCamey,Texas,P001001,1887
4845564,McDade,Texas,P001001,685
4845576,Macdona,Texas,P001001,559
4845672,McGregor,Texas,P001001,4987
4845744,McKinney,Texas,P001001,131117
4845750,McKinney Acres,Texas,P001001,815
4845780,McLean,Texas,P001001,778
4845804,McLendon-Chisholm,Texas,P001001,1373
4845948,McQueeney,Texas,P001001,2545
4845996,Madisonville,Texas,P001001,4396
4846056,Magnolia,Texas,P001001,1393
4846224,Malakoff,Texas,P001001,2324
4846260,Malone,Texas,P001001,269
4846308,Manchaca,Texas,P001001,1133
4846440,Manor,Texas,P001001,5037
4846452,Mansfield,Texas,P001001,56368
4846492,Manuel Garcia,Texas,P001001,203
4846494,Manuel Garcia II,Texas,P001001,77
4846500,Manvel,Texas,P001001,5179
4846572,Marathon,Texas,P001001,430
4846584,Marble Falls,Texas,P001001,6077
4846620,Marfa,Texas,P001001,1981
4846668,Marietta,Texas,P001001,134
4846692,Marion,Texas,P001001,1066
4846716,Markham,Texas,P001001,1082
4846740,Marlin,Texas,P001001,5967
4846752,Marquez,Texas,P001001,263
4846776,Marshall,Texas,P001001,23523
4846824,Mart,Texas,P001001,2209
4846848,Martindale,Texas,P001001,1116
4846854,Martinez,Texas,P001001,69
4846968,Mason,Texas,P001001,2114
4847004,Matador,Texas,P001001,607
4847016,Matagorda,Texas,P001001,503
4847040,Mathis,Texas,P001001,4942
4847088,Maud,Texas,P001001,1056
4847100,Mauriceville,Texas,P001001,3252
4847268,Maypearl,Texas,P001001,934
4847316,Meadow,Texas,P001001,593
4847330,Meadowlakes,Texas,P001001,1777
4847337,Meadows Place,Texas,P001001,4660
4847406,Medina,Texas,P001001,3935
4847460,Megargel,Texas,P001001,203
4847496,Melissa,Texas,P001001,4695
4847568,Melvin,Texas,P001001,178
4847616,Memphis,Texas,P001001,2290
4847628,Menard,Texas,P001001,1471
4847676,Mentone,Texas,P001001,19
4847700,Mercedes,Texas,P001001,15570
4847760,Meridian,Texas,P001001,1493
4847796,Merkel,Texas,P001001,2590
4847820,Mertens,Texas,P001001,125
4847832,Mertzon,Texas,P001001,781
4847892,Mesquite,Texas,P001001,139824
4847898,Mesquite,Texas,P001001,505
4847916,Mexia,Texas,P001001,7459
4847988,Miami,Texas,P001001,597
4848072,Midland,Texas,P001001,111147
4848096,Midlothian,Texas,P001001,18037
4848180,Midway,Texas,P001001,228
4848272,Midway North,Texas,P001001,4752
4848280,Midway South,Texas,P001001,2239
4848315,Miguel Barrera,Texas,P001001,128
4848318,Mikes,Texas,P001001,910
4848320,Mila Doce,Texas,P001001,6222
4848324,Milam,Texas,P001001,1480
4848336,Milano,Texas,P001001,428
4848372,Mildred,Texas,P001001,368
4848396,Miles,Texas,P001001,829
4848408,Milford,Texas,P001001,728
4848478,Miller's Cove,Texas,P001001,149
4848516,Millican,Texas,P001001,240
4848564,Millsap,Texas,P001001,403
4848648,Mineola,Texas,P001001,4515
4848684,Mineral Wells,Texas,P001001,16788
4848720,Mingus,Texas,P001001,235
4848750,Mi Ranchito Estate,Texas,P001001,281
4848756,Mirando City,Texas,P001001,375
4848768,Mission,Texas,P001001,77058
4848772,Mission Bend,Texas,P001001,36501
4848804,Missouri City,Texas,P001001,67358
4848852,Mobeetie,Texas,P001001,101
4848858,Mobile City,Texas,P001001,188
4848936,Monahans,Texas,P001001,6953
4849032,Montague,Texas,P001001,304
4849068,Mont Belvieu,Texas,P001001,3835
4849080,Monte Alto,Texas,P001001,1924
4849128,Montgomery,Texas,P001001,621
4849200,Moody,Texas,P001001,1371
4849224,Moore,Texas,P001001,475
4849272,Moore Station,Texas,P001001,201
4849300,Moraida,Texas,P001001,212
4849314,Morales-Sanchez,Texas,P001001,84
4849320,Moran,Texas,P001001,270
4849356,Morgan,Texas,P001001,490
4849359,Morgan Farm,Texas,P001001,463
4849380,Morgan's Point,Texas,P001001,339
4849392,Morgan's Point Resort,Texas,P001001,4170
4849411,Morning Glory,Texas,P001001,651
4849440,Morse,Texas,P001001,147
4849464,Morton,Texas,P001001,2006
4849560,Moulton,Texas,P001001,886
4849600,Mountain City,Texas,P001001,648
4849692,Mount Calm,Texas,P001001,320
4849728,Mount Enterprise,Texas,P001001,447
4849800,Mount Pleasant,Texas,P001001,15564
4849860,Mount Vernon,Texas,P001001,2662
4849932,Muenster,Texas,P001001,1544
4849968,Muleshoe,Texas,P001001,5158
4849992,Mullin,Texas,P001001,179
4850040,Munday,Texas,P001001,1300
4850058,Muniz,Texas,P001001,1370
4850076,Murchison,Texas,P001001,594
4850092,Murillo,Texas,P001001,7344
4850100,Murphy,Texas,P001001,17708
4850184,Mustang,Texas,P001001,21
4850200,Mustang Ridge,Texas,P001001,861
4850232,Myrtle Springs,Texas,P001001,828
4850256,Nacogdoches,Texas,P001001,32996
4850316,Naples,Texas,P001001,1378
4850322,Narciso Pena,Texas,P001001,30
4850352,Nash,Texas,P001001,2960
4850376,Nassau Bay,Texas,P001001,4002
4850400,Natalia,Texas,P001001,1431
4850448,Navarro,Texas,P001001,210
4850472,Navasota,Texas,P001001,7049
4850496,Nazareth,Texas,P001001,311
4850580,Nederland,Texas,P001001,17547
4850628,Needville,Texas,P001001,2823
4850724,Nesbitt,Texas,P001001,281
4850742,Netos,Texas,P001001,31
4850760,Nevada,Texas,P001001,822
4850772,Newark,Texas,P001001,1005
4850796,New Berlin,Texas,P001001,511
4850808,New Boston,Texas,P001001,4550
4850820,New Braunfels,Texas,P001001,57740
4850868,Newcastle,Texas,P001001,585
4850876,New Chapel Hill,Texas,P001001,594
4850916,New Deal,Texas,P001001,794
4850920,New Fairview,Texas,P001001,1258
4850924,New Falcon,Texas,P001001,191
4851012,New Home,Texas,P001001,334
4851036,New Hope,Texas,P001001,614
4851168,New London,Texas,P001001,998
4851336,New Summerfield,Texas,P001001,1111
4851366,New Territory,Texas,P001001,15186
4851372,Newton,Texas,P001001,2478
4851396,New Waverly,Texas,P001001,1032
4851444,Neylandville,Texas,P001001,97
4851492,Niederwald,Texas,P001001,565
4851552,Nina,Texas,P001001,141
4851588,Nixon,Texas,P001001,2385
4851648,Nocona,Texas,P001001,3033
4851654,Nocona Hills,Texas,P001001,675
4851708,Nolanville,Texas,P001001,4259
4851720,Nome,Texas,P001001,588
4851756,Noonday,Texas,P001001,777
4851792,Nordheim,Texas,P001001,307
4851840,Normangee,Texas,P001001,685
4851852,Normanna,Texas,P001001,113
4851900,North Alamo,Texas,P001001,3235
4851984,North Cleveland,Texas,P001001,247
4852068,North Escobares,Texas,P001001,118
4852212,Northlake,Texas,P001001,1724
4852302,North Pearsall,Texas,P001001,614
4852356,North Richland Hills,Texas,P001001,63343
4852362,Northridge,Texas,P001001,78
4852404,North San Pedro,Texas,P001001,895
4852668,Novice,Texas,P001001,139
4852902,Oak Grove,Texas,P001001,603
4852992,Oakhurst,Texas,P001001,233
4853004,Oak Island,Texas,P001001,363
4853115,Oak Leaf,Texas,P001001,1298
4853130,Oak Point,Texas,P001001,2786
4853154,Oak Ridge (Cooke County),Texas,P001001,141
4853160,Oak Ridge (Kaufman County),Texas,P001001,495
4853190,Oak Ridge North,Texas,P001001,3049
4853212,Oak Trail Shores,Texas,P001001,2755
4853217,Oak Valley,Texas,P001001,368
4853232,Oakwood,Texas,P001001,510
4853304,O'Brien,Texas,P001001,106
4853376,Odem,Texas,P001001,2389
4853388,Odessa,Texas,P001001,99940
4853436,O'Donnell,Texas,P001001,831
4853520,Oglesby,Texas,P001001,484
4853556,Oilton,Texas,P001001,353
4853718,Old Escobares,Texas,P001001,97
4853824,Old River-Winfree,Texas,P001001,1245
4853934,Olivarez,Texas,P001001,3827
4853946,Olivia Lopez de Gutierrez,Texas,P001001,93
4853964,Olmito,Texas,P001001,1210
4853970,Olmito and Olmito,Texas,P001001,271
4853988,Olmos Park,Texas,P001001,2237
4854000,Olney,Texas,P001001,3285
4854012,Olton,Texas,P001001,2215
4854024,Omaha,Texas,P001001,1021
4854048,Onalaska,Texas,P001001,1764
4854075,Opdyke West,Texas,P001001,174
4854132,Orange,Texas,P001001,18595
4854168,Orange Grove,Texas,P001001,1318
4854186,Orason,Texas,P001001,129
4854192,Orchard,Texas,P001001,352
4854216,Ore City,Texas,P001001,1144
4854432,Overton,Texas,P001001,2554
4854444,Ovilla,Texas,P001001,3492
4854509,Owl Ranch,Texas,P001001,225
4854528,Oyster Creek,Texas,P001001,1111
4854552,Ozona,Texas,P001001,3225
4854558,Pablo Pena,Texas,P001001,63
4854600,Paducah,Texas,P001001,1186
4854636,Paint Rock,Texas,P001001,273
4854666,Paisano Park,Texas,P001001,130
4854684,Palacios,Texas,P001001,4718
4854708,Palestine,Texas,P001001,18712
4854726,Palisades,Texas,P001001,325
4854744,Palmer,Texas,P001001,2000
4854780,Palmhurst,Texas,P001001,2607
4854798,Palm Valley,Texas,P001001,1304
4854804,Palmview,Texas,P001001,5460
4854810,Palmview South,Texas,P001001,5575
4854846,Palo Blanco,Texas,P001001,204
4854868,Paloma Creek,Texas,P001001,2501
4854872,Paloma Creek South,Texas,P001001,2753
4854876,Palo Pinto,Texas,P001001,333
4854912,Pampa,Texas,P001001,17994
4854960,Panhandle,Texas,P001001,2452
4855008,Panorama Village,Texas,P001001,2170
4855020,Pantego,Texas,P001001,2394
4855056,Paradise,Texas,P001001,441
4855080,Paris,Texas,P001001,25171
4855152,Parker,Texas,P001001,3811
4856000,Pasadena,Texas,P001001,149043
4856108,Pattison,Texas,P001001,472
4856156,Patton Village,Texas,P001001,1557
4856252,Pawnee,Texas,P001001,166
4856276,Payne Springs,Texas,P001001,767
4856348,Pearland,Texas,P001001,91252
4856384,Pearsall,Texas,P001001,9146
4856462,Pecan Acres,Texas,P001001,4099
4856468,Pecan Gap,Texas,P001001,203
4856482,Pecan Grove,Texas,P001001,15963
4856485,Pecan Hill,Texas,P001001,626
4856498,Pecan Plantation,Texas,P001001,5294
4856516,Pecos,Texas,P001001,8780
4856640,Pelican Bay,Texas,P001001,1547
4856644,Pena,Texas,P001001,118
4856672,Penelope,Texas,P001001,198
4856696,Penitas,Texas,P001001,4403
4856804,Perezville,Texas,P001001,5376
4856864,Perrin,Texas,P001001,398
4856912,Perryton,Texas,P001001,8802
4856996,Petersburg,Texas,P001001,1202
4857044,Petrolia,Texas,P001001,686
4857056,Petronila,Texas,P001001,113
4857116,Pettus,Texas,P001001,558
4857176,Pflugerville,Texas,P001001,46936
4857200,Pharr,Texas,P001001,70400
4857476,Pilot Point,Texas,P001001,3856
4857524,Pine Forest,Texas,P001001,487
4857566,Pine Harbor,Texas,P001001,810
4857596,Pinehurst,Texas,P001001,4624
4857608,Pinehurst,Texas,P001001,2097
4857615,Pine Island,Texas,P001001,988
4857644,Pineland,Texas,P001001,850
4857752,Pinewood Estates,Texas,P001001,1678
4857800,Piney Point Village,Texas,P001001,3125
4857908,Pittsburg,Texas,P001001,4497
4857932,Placedo,Texas,P001001,692
4857968,Plains,Texas,P001001,1481
4857980,Plainview,Texas,P001001,22194
4858016,Plano,Texas,P001001,259841
4858088,Pleak,Texas,P001001,1044
4858232,Pleasant Hill,Texas,P001001,522
4858280,Pleasanton,Texas,P001001,8934
4858400,Pleasant Valley,Texas,P001001,336
4858448,Plum Grove,Texas,P001001,600
4858532,Point,Texas,P001001,820
4858556,Point Blank,Texas,P001001,688
4858568,Point Comfort,Texas,P001001,737
4858586,Point Venture,Texas,P001001,800
4858664,Ponder,Texas,P001001,1395
4858808,Port Aransas,Texas,P001001,3480
4858820,Port Arthur,Texas,P001001,53818
4858850,Porter Heights,Texas,P001001,1653
4858892,Port Isabel,Texas,P001001,5006
4858904,Portland,Texas,P001001,15099
4858916,Port Lavaca,Texas,P001001,12248
4858928,Port Mansfield,Texas,P001001,226
4858940,Port Neches,Texas,P001001,13040
4858952,Port O'Connor,Texas,P001001,1253
4859012,Post,Texas,P001001,5376
4859066,Post Oak Bend City,Texas,P001001,595
4859084,Poteet,Texas,P001001,3260
4859096,Poth,Texas,P001001,1908
4859108,Potosi,Texas,P001001,2991
4859132,Pottsboro,Texas,P001001,2160
4859156,Powderly,Texas,P001001,1178
4859168,Powell,Texas,P001001,136
4859192,Poynor,Texas,P001001,305
4859210,Prado Verde,Texas,P001001,246
4859336,Prairie View,Texas,P001001,5576
4859384,Premont,Texas,P001001,2653
4859396,Presidio,Texas,P001001,4426
4859420,Preston,Texas,P001001,2096
4859540,Primera,Texas,P001001,4070
4859576,Princeton,Texas,P001001,6807
4859636,Progreso,Texas,P001001,5507
4859642,Progreso Lakes,Texas,P001001,240
4859696,Prosper,Texas,P001001,9423
4859726,Providence,Texas,P001001,4786
4859794,Pueblo East,Texas,P001001,0
4859798,Pueblo Nuevo,Texas,P001001,521
4859984,Putnam,Texas,P001001,94
4859996,Pyote,Texas,P001001,114
4860020,Quail,Texas,P001001,19
4860026,Quail Creek,Texas,P001001,1628
4860044,Quanah,Texas,P001001,2641
4860080,Queen City,Texas,P001001,1476
4860092,Quemado,Texas,P001001,230
4860098,Quesada,Texas,P001001,25
4860140,Quinlan,Texas,P001001,1394
4860164,Quintana,Texas,P001001,56
4860176,Quitaque,Texas,P001001,411
4860188,Quitman,Texas,P001001,1809
4860278,Radar Base,Texas,P001001,762
4860290,Rafael Pena,Texas,P001001,17
4860356,Ralls,Texas,P001001,1944
4860380,Ramireno,Texas,P001001,35
4860408,Ramirez-Perez,Texas,P001001,78
4860422,Ramos,Texas,P001001,116
4860458,Ranchette Estates,Texas,P001001,152
4860478,Ranchitos Del Norte,Texas,P001001,112
4860480,Ranchitos East,Texas,P001001,212
4860482,Ranchitos Las Lomas,Texas,P001001,266
4860518,Rancho Alegre,Texas,P001001,1704
4860529,Rancho Banquete,Texas,P001001,424
4860534,Rancho Chico,Texas,P001001,396
4860539,Ranchos Penitas West,Texas,P001001,573
4860544,Rancho Viejo,Texas,P001001,2437
4860554,Rancho Viejo,Texas,P001001,228
4860608,Randolph AFB,Texas,P001001,1241
4860632,Ranger,Texas,P001001,2468
4860644,Rangerville,Texas,P001001,289
4860668,Rankin,Texas,P001001,778
4860672,Ransom Canyon,Texas,P001001,1096
4860686,Ratamosa,Texas,P001001,254
4860752,Ravenna,Texas,P001001,209
4860836,Raymondville,Texas,P001001,11284
4860932,Realitos,Texas,P001001,184
4861040,Redfield,Texas,P001001,441
4861076,Redford,Texas,P001001,90
4861124,Redland,Texas,P001001,1047
4861172,Red Lick,Texas,P001001,1008
4861196,Red Oak,Texas,P001001,10769
4861340,Redwater,Texas,P001001,1057
4861352,Redwood,Texas,P001001,4338
4861436,Refugio,Texas,P001001,2890
4861454,Regino Ramirez,Texas,P001001,85
4861466,Reid Hope King,Texas,P001001,786
4861508,Reklaw,Texas,P001001,379
4861532,Relampago,Texas,P001001,132
4861568,Rendon,Texas,P001001,12552
4861592,Reno (Lamar County),Texas,P001001,3166
4861604,Reno (Parker and Tarrant Counties),Texas,P001001,2494
4861616,Retreat,Texas,P001001,377
4861700,Rhome,Texas,P001001,1522
4861724,Ricardo,Texas,P001001,1048
4861736,Rice,Texas,P001001,923
4861796,Richardson,Texas,P001001,99223
4861820,Richland,Texas,P001001,264
4861844,Richland Hills,Texas,P001001,7801
4861880,Richland Springs,Texas,P001001,338
4861892,Richmond,Texas,P001001,11679
4861904,Richwood,Texas,P001001,3510
4862108,Riesel,Texas,P001001,1007
4862138,Rio Bravo,Texas,P001001,4794
4862168,Rio Grande City,Texas,P001001,13834
4862180,Rio Hondo,Texas,P001001,2356
4862240,Rio Vista,Texas,P001001,873
4862252,Rising Star,Texas,P001001,835
4862292,Rivera,Texas,P001001,162
4862318,Rivereno,Texas,P001001,61
4862384,River Oaks,Texas,P001001,7427
4862408,Riverside,Texas,P001001,510
4862468,Riviera,Texas,P001001,689
4862504,Roanoke,Texas,P001001,5962
4862528,Roaring Springs,Texas,P001001,234
4862564,Robert Lee,Texas,P001001,1049
4862588,Robinson,Texas,P001001,10509
4862600,Robstown,Texas,P001001,11487
4862612,Roby,Texas,P001001,643
4862636,Rochester,Texas,P001001,324
4862672,Rockdale,Texas,P001001,5595
4862804,Rockport,Texas,P001001,8766
4862816,Rocksprings,Texas,P001001,1182
4862828,Rockwall,Texas,P001001,37490
4862870,Rocky Mound,Texas,P001001,75
4862924,Rogers,Texas,P001001,1218
4863008,Rollingwood,Texas,P001001,1412
4863020,Roma,Texas,P001001,9765
4863026,Roma Creek,Texas,P001001,350
4863044,Roman Forest,Texas,P001001,1538
4863140,Ropesville,Texas,P001001,434
4863176,Roscoe,Texas,P001001,1322
4863188,Rosebud,Texas,P001001,1412
4863200,Rose City,Texas,P001001,502
4863272,Rose Hill Acres,Texas,P001001,441
4863284,Rosenberg,Texas,P001001,30618
4863332,Rosharon,Texas,P001001,1152
4863350,Rosita,Texas,P001001,2704
4863380,Ross,Texas,P001001,283
4863404,Rosser,Texas,P001001,332
4863464,Rotan,Texas,P001001,1508
4863476,Round Mountain,Texas,P001001,181
4863500,Round Rock,Texas,P001001,99887
4863524,Round Top,Texas,P001001,90
4863572,Rowlett,Texas,P001001,56199
4863584,Roxton,Texas,P001001,650
4863668,Royse City,Texas,P001001,9349
4863752,Rule,Texas,P001001,636
4863782,Runaway Bay,Texas,P001001,1286
4863788,Runge,Texas,P001001,1031
4863848,Rusk,Texas,P001001,5551
4864004,Sabinal,Texas,P001001,1695
4864064,Sachse,Texas,P001001,20329
4864088,Sadler,Texas,P001001,343
4864112,Saginaw,Texas,P001001,19806
4864172,St. Hedwig,Texas,P001001,2094
4864184,St. Jo,Texas,P001001,1043
4864220,St. Paul,Texas,P001001,1066
4864244,St. Paul,Texas,P001001,584
4864268,Salado,Texas,P001001,2126
4864316,Saline?o,Texas,P001001,201
4864322,Saline?o North,Texas,P001001,115
4864442,Sammy Martinez,Texas,P001001,110
4864448,Samnorwood,Texas,P001001,51
4864460,Sam Rayburn,Texas,P001001,1181
4864472,San Angelo,Texas,P001001,93200
4865000,San Antonio,Texas,P001001,1327407
4865024,San Augustine,Texas,P001001,2108
4865036,San Benito,Texas,P001001,24250
4865048,San Carlos,Texas,P001001,3130
4865049,San Carlos I,Texas,P001001,316
4865050,San Carlos II,Texas,P001001,261
4865066,Sanctuary,Texas,P001001,329
4865084,Sanderson,Texas,P001001,837
4865168,Sandia,Texas,P001001,379
4865180,San Diego,Texas,P001001,4488
4865210,Sandoval,Texas,P001001,32
4865240,Sand Springs,Texas,P001001,835
4865342,Sandy Hollow-Escondidas,Texas,P001001,296
4865360,San Elizario,Texas,P001001,13603
4865372,San Felipe,Texas,P001001,747
4865378,San Fernando,Texas,P001001,68
4865384,Sanford,Texas,P001001,164
4865408,Sanger,Texas,P001001,6916
4865432,San Isidro,Texas,P001001,240
4865516,San Juan,Texas,P001001,33856
4865532,San Juan,Texas,P001001,129
4865552,San Leanna,Texas,P001001,497
4865564,San Leon,Texas,P001001,4970
4865600,San Marcos,Texas,P001001,44894
4865612,San Patricio,Texas,P001001,395
4865620,San Pedro,Texas,P001001,530
4865636,San Perlita,Texas,P001001,573
4865648,San Saba,Texas,P001001,3099
4865660,Sansom Park,Texas,P001001,4686
4865672,Santa Anna,Texas,P001001,1099
4865678,Santa Anna,Texas,P001001,13
4865690,Santa Clara,Texas,P001001,725
4865708,Santa Cruz,Texas,P001001,54
4865726,Santa Fe,Texas,P001001,12222
4865744,Santa Maria,Texas,P001001,733
4865756,Santa Monica,Texas,P001001,83
4865768,Santa Rosa,Texas,P001001,2873
4865774,Santa Rosa,Texas,P001001,241
4865777,Santel,Texas,P001001,44
4865792,San Ygnacio,Texas,P001001,667
4865876,Sarita,Texas,P001001,238
4866000,Savannah,Texas,P001001,3318
4866008,Savoy,Texas,P001001,831
4866089,Scenic Oaks,Texas,P001001,4957
4866128,Schertz,Texas,P001001,31465
4866188,Schulenburg,Texas,P001001,2852
4866248,Scissors,Texas,P001001,3186
4866284,Scotland,Texas,P001001,501
4866332,Scottsville,Texas,P001001,376
4866368,Scurry,Texas,P001001,681
4866392,Seabrook,Texas,P001001,11952
4866416,Seadrift,Texas,P001001,1364
4866428,Seagoville,Texas,P001001,14835
4866440,Seagraves,Texas,P001001,2417
4866464,Sealy,Texas,P001001,6019
4866512,Sebastian,Texas,P001001,1917
4866536,Seco Mines,Texas,P001001,560
4866644,Seguin,Texas,P001001,25175
4866704,Selma,Texas,P001001,5540
4866764,Seminole,Texas,P001001,6430
4866806,Serenada,Texas,P001001,1641
4866848,Seth Ward,Texas,P001001,2025
4866884,Seven Oaks,Texas,P001001,111
4866908,Seven Points,Texas,P001001,1455
4866968,Seymour,Texas,P001001,2740
4867010,Shadybrook,Texas,P001001,1967
4867082,Shady Hollow,Texas,P001001,5004
4867100,Shady Shores,Texas,P001001,2612
4867136,Shallowater,Texas,P001001,2484
4867160,Shamrock,Texas,P001001,1910
