Real Property Class,Year of Year,County Name,Municipality,Re Class Name2,Assessed Value
Residential,2015,PORTAGE,49012 CARSON (T),Residential,85189900
Residential,2015,PORTAGE,49014 DEWEY (T),Residential,67292100
Residential,2015,PORTAGE,49016 EAU PLEINE (T),Residential,77669300
Residential,2015,PORTAGE,49018 GRANT (T),Residential,103081000
Residential,2015,PORTAGE,49020 HULL (T),Residential,335179500
Residential,2015,PORTAGE,49022 LANARK (T),Residential,94204800
Residential,2015,PORTAGE,49024 LINWOOD (T),Residential,71985600
Residential,2015,PORTAGE,49026 NEW HOPE (T),Residential,61195900
Residential,2015,PORTAGE,49028 PINE GROVE (T),Residential,27242200
Residential,2015,PORTAGE,49030 PLOVER (T),Residential,107967300
Residential,2015,PORTAGE,49032 SHARON (T),Residential,124147300
Residential,2015,PORTAGE,49034 STOCKTON (T),Residential,192888200
Residential,2015,PRICE,50002 CATAWBA (T),Residential,9150100
Residential,2015,PRICE,50004 EISENSTEIN (T),Residential,50455100
Residential,2015,PRICE,50006 ELK (T),Residential,133214500
Residential,2015,PRICE,50008 EMERY (T),Residential,15965900
Residential,2015,PRICE,50010 FIFIELD (T),Residential,135771500
Residential,2015,PRICE,50012 FLAMBEAU (T),Residential,39265800
Residential,2015,PRICE,50014 GEORGETOWN (T),Residential,5597500
Residential,2015,PRICE,50016 HACKETT (T),Residential,9687700
Residential,2015,PRICE,50018 HARMONY (T),Residential,13857000
Residential,2015,PRICE,50020 HILL (T),Residential,21615500
Residential,2015,PRICE,50022 KENNAN (T),Residential,10355300
Residential,2015,PRICE,50024 KNOX (T),Residential,13130500
Residential,2015,PRICE,50026 LAKE (T),Residential,124452000
Residential,2015,PRICE,50028 OGEMA (T),Residential,28499300
Residential,2015,PRICE,50030 PRENTICE (T),Residential,19260700
Residential,2015,PRICE,50032 SPIRIT (T),Residential,24564800
Residential,2015,PRICE,50034 WORCESTER (T),Residential,134022600
Residential,2015,RACINE,51002 BURLINGTON (T),Residential,578523400
Residential,2015,RACINE,51006 DOVER (T),Residential,277915700
Residential,2015,RACINE,51010 NORWAY (T),Residential,717016300
Residential,2015,RACINE,51012 RAYMOND (T),Residential,321427900
Residential,2015,RACINE,51016 WATERFORD (T),Residential,697020410
Residential,2015,RACINE,51018 YORKVILLE (T),Residential,257628800
Residential,2015,RICHLAND,52002 AKAN (T),Residential,12336000
Residential,2015,RICHLAND,52004 BLOOM (T),Residential,12658000
Residential,2015,RICHLAND,52006 BUENA VISTA (T),Residential,79916700
Residential,2015,RICHLAND,52008 DAYTON (T),Residential,27983000
Residential,2015,RICHLAND,52010 EAGLE (T),Residential,16884100
Residential,2015,RICHLAND,52012 FOREST (T),Residential,7552800
Residential,2015,RICHLAND,52014 HENRIETTA (T),Residential,14349800
Residential,2015,RICHLAND,52016 ITHACA (T),Residential,22042700
Residential,2015,RICHLAND,52018 MARSHALL (T),Residential,20580600
Residential,2015,RICHLAND,52020 ORION (T),Residential,29108400
Residential,2015,RICHLAND,52022 RICHLAND (T),Residential,58004700
Residential,2015,RICHLAND,52024 RICHWOOD (T),Residential,19234200
Residential,2015,RICHLAND,52026 ROCKBRIDGE (T),Residential,26178000
Residential,2015,RICHLAND,52030 WESTFORD (T),Residential,16224800
Residential,2015,RICHLAND,52032 WILLOW (T),Residential,13349100
Residential,2015,ROCK,53002 AVON (T),Residential,24191600
Residential,2015,ROCK,53004 BELOIT (T),Residential,339568300
Residential,2015,ROCK,53006 BRADFORD (T),Residential,51057200
Residential,2015,ROCK,53008 CENTER (T),Residential,60933000
Residential,2015,ROCK,53010 CLINTON (T),Residential,38032000
Residential,2015,ROCK,53012 FULTON (T),Residential,309951400
Residential,2015,ROCK,53014 HARMONY (T),Residential,178876200
Residential,2015,ROCK,53016 JANESVILLE (T),Residential,342753700
Residential,2015,ROCK,53018 JOHNSTOWN (T),Residential,52007900
Residential,2015,ROCK,53020 LA PRAIRIE (T),Residential,44088700
Residential,2015,ROCK,53022 LIMA (T),Residential,68429200
Residential,2015,ROCK,53024 MAGNOLIA (T),Residential,26640100
Residential,2015,ROCK,53026 MILTON (T),Residential,224180200
Residential,2015,ROCK,53028 NEWARK (T),Residential,70095400
Residential,2015,ROCK,53030 PLYMOUTH (T),Residential,63358100
Residential,2015,ROCK,53032 PORTER (T),Residential,65390000
Residential,2015,ROCK,53034 ROCK (T),Residential,119386400
Residential,2015,ROCK,53036 SPRING VALLEY (T),Residential,28206300
Residential,2015,ROCK,53038 TURTLE (T),Residential,161553300
Residential,2015,ROCK,53040 UNION (T),Residential,132725770
Residential,2015,RUSK,54002 ATLANTA (T),Residential,23348900
Residential,2015,RUSK,54004 BIG BEND (T),Residential,93261800
Residential,2015,RUSK,54006 BIG FALLS (T),Residential,4579700
Residential,2015,RUSK,54008 CEDAR RAPIDS (T),Residential,1497900
Residential,2015,RUSK,54010 DEWEY (T),Residential,56564500
Residential,2015,RUSK,54012 FLAMBEAU (T),Residential,39712700
Residential,2015,RUSK,54014 GRANT (T),Residential,32280800
Residential,2015,RUSK,54016 GROW (T),Residential,9535000
Residential,2015,RUSK,54018 HAWKINS (T),Residential,4982300
Residential,2015,RUSK,54020 HUBBARD (T),Residential,6522500
Residential,2015,RUSK,54022 LAWRENCE (T),Residential,7280700
Residential,2015,RUSK,54024 MARSHALL (T),Residential,10716100
Residential,2015,RUSK,54026 MURRY (T),Residential,9152600
Residential,2015,RUSK,54028 RICHLAND (T),Residential,9800900
Residential,2015,RUSK,54030 RUSK (T),Residential,102491000
Residential,2015,RUSK,54032 SOUTH FORK (T),Residential,6031500
Residential,2015,RUSK,54034 STRICKLAND (T),Residential,14031300
Residential,2015,RUSK,54036 STUBBS (T),Residential,34164000
Residential,2015,RUSK,54038 THORNAPPLE (T),Residential,40771700
Residential,2015,RUSK,54040 TRUE (T),Residential,7238100
Residential,2015,RUSK,54042 WASHINGTON (T),Residential,49953300
Residential,2015,RUSK,54044 WILKINSON (T),Residential,2341900
Residential,2015,RUSK,54046 WILLARD (T),Residential,51581300
Residential,2015,RUSK,54048 WILSON (T),Residential,3759500
Residential,2015,ST CROIX,55002 BALDWIN (T),Residential,43734600
Residential,2015,ST CROIX,55004 CADY (T),Residential,41118600
Residential,2015,ST CROIX,55006 CYLON (T),Residential,31012900
Residential,2015,ST CROIX,55008 EAU GALLE (T),Residential,84872600
Residential,2015,ST CROIX,55010 EMERALD (T),Residential,32962300
Residential,2015,ST CROIX,55012 ERIN PRAIRIE (T),Residential,46453300
Residential,2015,ST CROIX,55014 FOREST (T),Residential,21613200
Residential,2015,ST CROIX,55016 GLENWOOD (T),Residential,31950200
Residential,2015,ST CROIX,55018 HAMMOND (T),Residential,166710900
Residential,2015,ST CROIX,55020 HUDSON (T),Residential,719358100
Residential,2015,ST CROIX,55022 KINNICKINNIC (T),Residential,162046700
Residential,2015,ST CROIX,55024 PLEASANT VALLEY (T),Residential,32327300
Residential,2015,ST CROIX,55026 RICHMOND (T),Residential,237788100
Residential,2015,ST CROIX,55028 RUSH RIVER (T),Residential,29821000
Residential,2015,ST CROIX,55030 SAINT JOSEPH (T),Residential,405985000
Residential,2015,ST CROIX,55032 SOMERSET (T),Residential,307472700
Residential,2015,ST CROIX,55034 SPRINGFIELD (T),Residential,38497000
Residential,2015,ST CROIX,55036 STANTON (T),Residential,46688400
Residential,2015,ST CROIX,55038 STAR PRAIRIE (T),Residential,232880850
Residential,2015,ST CROIX,55040 TROY (T),Residential,687043200
Residential,2015,ST CROIX,55042 WARREN (T),Residential,120916750
Residential,2015,SAUK,56002 BARABOO (T),Residential,139754700
Residential,2015,SAUK,56004 BEAR CREEK (T),Residential,30009600
Residential,2015,SAUK,56006 DELLONA (T),Residential,137333100
Residential,2015,SAUK,56008 DELTON (T),Residential,160412400
Residential,2015,SAUK,56010 EXCELSIOR (T),Residential,104021000
Residential,2015,SAUK,56012 FAIRFIELD (T),Residential,81863300
Residential,2015,SAUK,56014 FRANKLIN (T),Residential,35292300
Residential,2015,SAUK,56016 FREEDOM (T),Residential,33487200
Residential,2015,SAUK,56018 GREENFIELD (T),Residential,89175900
Residential,2015,SAUK,56020 HONEY CREEK (T),Residential,36838800
Residential,2015,SAUK,56022 IRONTON (T),Residential,20265900
Residential,2015,SAUK,56024 LA VALLE (T),Residential,336199400
Residential,2015,SAUK,56026 MERRIMAC (T),Residential,210454800
Residential,2015,SAUK,56028 PRAIRIE DU SAC (T),Residential,99671400
Residential,2015,SAUK,56030 REEDSBURG (T),Residential,66761500
Residential,2015,SAUK,56032 SPRING GREEN (T),Residential,115553000
Residential,2015,SAUK,56034 SUMPTER (T),Residential,39999800
Residential,2015,SAUK,56036 TROY (T),Residential,42658900
Residential,2015,SAUK,56038 WASHINGTON (T),Residential,28975700
Residential,2015,SAUK,56040 WESTFIELD (T),Residential,15305200
Residential,2015,SAUK,56042 WINFIELD (T),Residential,52779800
Residential,2015,SAUK,56044 WOODLAND (T),Residential,48376800
Residential,2015,SAWYER,57002 BASS LAKE (T),Residential,454395400
Residential,2015,SAWYER,57004 COUDERAY (T),Residential,18458100
Residential,2015,SAWYER,57006 DRAPER (T),Residential,35429800
Residential,2015,SAWYER,57008 EDGEWATER (T),Residential,132233200
Residential,2015,SAWYER,57010 HAYWARD (T),Residential,474101100
Residential,2015,SAWYER,57012 HUNTER (T),Residential,187986800
Residential,2015,SAWYER,57014 LENROOT (T),Residential,210177700
Residential,2015,SAWYER,57016 MEADOWBROOK (T),Residential,7214900
Residential,2015,SAWYER,57018 METEOR (T),Residential,13410900
Residential,2015,SAWYER,57020 OJIBWA (T),Residential,37900700
Residential,2015,SAWYER,57022 RADISSON (T),Residential,37828700
Residential,2015,SAWYER,57024 ROUND LAKE (T),Residential,327212500
Residential,2015,SAWYER,57026 SAND LAKE (T),Residential,375696400
Residential,2015,SAWYER,57028 SPIDER LAKE (T),Residential,249875800
Residential,2015,SAWYER,57030 WEIRGOR (T),Residential,24817800
Residential,2015,SAWYER,57032 WINTER (T),Residential,192281700
Residential,2015,SHAWANO,58002 ALMON (T),Residential,23860000
Residential,2015,SHAWANO,58004 ANGELICA (T),Residential,91315100
Residential,2015,SHAWANO,58006 ANIWA (T),Residential,20268600
Residential,2015,SHAWANO,58008 BARTELME (T),Residential,3225700
Residential,2015,SHAWANO,58010 BELLE PLAINE (T),Residential,163853200
Residential,2015,SHAWANO,58012 BIRNAMWOOD (T),Residential,27611800
Residential,2015,SHAWANO,58014 FAIRBANKS (T),Residential,24711500
Residential,2015,SHAWANO,58016 GERMANIA (T),Residential,16799500
Residential,2015,SHAWANO,58018 GRANT (T),Residential,37644800
Residential,2015,SHAWANO,58020 GREEN VALLEY (T),Residential,45649500
Residential,2015,SHAWANO,58022 HARTLAND (T),Residential,30041400
Residential,2015,SHAWANO,58024 HERMAN (T),Residential,22003000
Residential,2015,SHAWANO,58026 HUTCHINS (T),Residential,25470300
Residential,2015,SHAWANO,58028 LESSOR (T),Residential,61077500
Residential,2015,SHAWANO,58030 MAPLE GROVE (T),Residential,30724200
Residential,2015,SHAWANO,58032 MORRIS (T),Residential,22950100
Residential,2015,SHAWANO,58034 NAVARINO (T),Residential,22784500
Residential,2015,SHAWANO,58036 PELLA (T),Residential,44230000
Residential,2015,SHAWANO,58038 RED SPRINGS (T),Residential,51429800
Residential,2015,SHAWANO,58040 RICHMOND (T),Residential,118195400
Residential,2015,SHAWANO,58042 SENECA (T),Residential,20228100
Residential,2015,SHAWANO,58044 WASHINGTON (T),Residential,170432200
Residential,2015,SHAWANO,58046 WAUKECHON (T),Residential,49817900
Residential,2015,SHAWANO,58048 WESCOTT (T),Residential,343261900
Residential,2015,SHAWANO,58050 WITTENBERG (T),Residential,43173100
Residential,2015,SHEBOYGAN,59002 GREENBUSH (T),Residential,111920100
Residential,2015,SHEBOYGAN,59004 HERMAN (T),Residential,106121300
Residential,2015,SHEBOYGAN,59006 HOLLAND (T),Residential,314170800
Residential,2015,SHEBOYGAN,59008 LIMA (T),Residential,189314800
Residential,2015,SHEBOYGAN,59010 LYNDON (T),Residential,133909400
Residential,2015,SHEBOYGAN,59012 MITCHELL (T),Residential,94215500
Residential,2015,SHEBOYGAN,59014 MOSEL (T),Residential,52852300
Residential,2015,SHEBOYGAN,59016 PLYMOUTH (T),Residential,268494500
Residential,2015,SHEBOYGAN,59018 RHINE (T),Residential,311401100
Residential,2015,SHEBOYGAN,59020 RUSSELL (T),Residential,19042000
Residential,2015,SHEBOYGAN,59022 SCOTT (T),Residential,120334400
Residential,2015,SHEBOYGAN,59024 SHEBOYGAN (T),Residential,558452500
Residential,2015,SHEBOYGAN,59026 SHEBOYGAN FALLS (T),Residential,117672500
Residential,2015,SHEBOYGAN,59028 SHERMAN (T),Residential,102414600
Residential,2015,SHEBOYGAN,59030 WILSON (T),Residential,310771500
Residential,2015,TAYLOR,60002 AURORA (T),Residential,9366300
Residential,2015,TAYLOR,60004 BROWNING (T),Residential,29851600
Residential,2015,TAYLOR,60006 CHELSEA (T),Residential,40268400
Residential,2015,TAYLOR,60008 CLEVELAND (T),Residential,12279900
Residential,2015,TAYLOR,60010 DEER CREEK (T),Residential,20083500
Residential,2015,TAYLOR,60012 FORD (T),Residential,10889000
Residential,2015,TAYLOR,60014 GOODRICH (T),Residential,18188100
Residential,2015,TAYLOR,60016 GREENWOOD (T),Residential,24639700
Residential,2015,TAYLOR,60018 GROVER (T),Residential,21532100
Residential,2015,TAYLOR,60020 HAMMEL (T),Residential,49389500
Residential,2015,TAYLOR,60022 HOLWAY (T),Residential,20126900
Residential,2015,TAYLOR,60024 JUMP RIVER (T),Residential,7876530
Residential,2015,TAYLOR,60026 LITTLE BLACK (T),Residential,41109300
Residential,2015,TAYLOR,60028 MAPLEHURST (T),Residential,10336000
Residential,2015,TAYLOR,60030 MCKINLEY (T),Residential,10837900
Residential,2015,TAYLOR,60032 MEDFORD (T),Residential,129253800
Residential,2015,TAYLOR,60034 MOLITOR (T),Residential,28640600
Residential,2015,TAYLOR,60036 PERSHING (T),Residential,4073800
Residential,2015,TAYLOR,60038 RIB LAKE (T),Residential,46825800
Residential,2015,TAYLOR,60040 ROOSEVELT (T),Residential,13332500
Residential,2015,TAYLOR,60042 TAFT (T),Residential,10960400
Residential,2015,TAYLOR,60044 WESTBORO (T),Residential,30616800
Residential,2015,TREMPEALEAU,61002 ALBION (T),Residential,21139900
Residential,2015,TREMPEALEAU,61004 ARCADIA (T),Residential,81114700
Residential,2015,TREMPEALEAU,61006 BURNSIDE (T),Residential,13707600
Residential,2015,TREMPEALEAU,61008 CALEDONIA (T),Residential,52678000
Residential,2015,TREMPEALEAU,61010 CHIMNEY ROCK (T),Residential,6657999
Residential,2015,TREMPEALEAU,61012 DODGE (T),Residential,16877700
Residential,2015,TREMPEALEAU,61014 ETTRICK (T),Residential,64672375
Residential,2015,TREMPEALEAU,61016 GALE (T),Residential,100276400
Residential,2015,TREMPEALEAU,61018 HALE (T),Residential,39769600
Residential,2015,TREMPEALEAU,61020 LINCOLN (T),Residential,21051400
Residential,2015,TREMPEALEAU,61022 PIGEON (T),Residential,21528300
Residential,2015,TREMPEALEAU,61024 PRESTON (T),Residential,25152800
Residential,2015,TREMPEALEAU,61026 SUMNER (T),Residential,40973500
Residential,2015,TREMPEALEAU,61028 TREMPEALEAU (T),Residential,112191700
Residential,2015,TREMPEALEAU,61030 UNITY (T),Residential,25393800
Residential,2015,VERNON,62002 BERGEN (T),Residential,81133700
Residential,2015,VERNON,62004 CHRISTIANA (T),Residential,29043600
Residential,2015,VERNON,62006 CLINTON (T),Residential,10057000
Residential,2015,VERNON,62008 COON (T),Residential,25308400
Residential,2015,VERNON,62010 FOREST (T),Residential,12935300
Residential,2015,VERNON,62012 FRANKLIN (T),Residential,42393850
Residential,2015,VERNON,62014 GENOA (T),Residential,33312400
Residential,2015,VERNON,62016 GREENWOOD (T),Residential,13392800
Residential,2015,VERNON,62018 HAMBURG (T),Residential,50328700
Residential,2015,VERNON,62020 HARMONY (T),Residential,22489600
Residential,2015,VERNON,62022 HILLSBORO (T),Residential,30648100
Residential,2015,VERNON,62024 JEFFERSON (T),Residential,38733700
Residential,2015,VERNON,62026 KICKAPOO (T),Residential,29196450
Residential,2015,VERNON,62028 LIBERTY (T),Residential,14056600
Residential,2015,VERNON,62030 STARK (T),Residential,11587500
Residential,2015,VERNON,62032 STERLING (T),Residential,12972400
Residential,2015,VERNON,62034 UNION (T),Residential,13607500
Residential,2015,VERNON,62036 VIROQUA (T),Residential,83121500
Residential,2015,VERNON,62038 WEBSTER (T),Residential,31396900
Residential,2015,VERNON,62040 WHEATLAND (T),Residential,44043700
Residential,2015,VERNON,62042 WHITESTOWN (T),Residential,13129900
Residential,2015,VILAS,63002 ARBOR VITAE (T),Residential,479005600
Residential,2015,VILAS,63004 BOULDER JUNCTION (T),Residential,428803700
Residential,2015,VILAS,63006 CLOVERLAND (T),Residential,219104000
Residential,2015,VILAS,63008 CONOVER (T),Residential,353137200
Residential,2015,VILAS,63010 LAC DU FLAMBEAU (T),Residential,874549600
Residential,2015,VILAS,63012 LAND O LAKES (T),Residential,402763900
Residential,2015,VILAS,63014 LINCOLN (T),Residential,453875000
Residential,2015,VILAS,63016 MANITOWISH WATERS (T),Residential,506844500
Residential,2015,VILAS,63018 PHELPS (T),Residential,369328900
Residential,2015,VILAS,63020 PLUM LAKE (T),Residential,219780650
Residential,2015,VILAS,63022 PRESQUE ISLE (T),Residential,642977000
Residential,2015,VILAS,63024 SAINT GERMAIN (T),Residential,630017400
Residential,2015,VILAS,63026 WASHINGTON (T),Residential,459953900
Residential,2015,VILAS,63028 WINCHESTER (T),Residential,252016600
Residential,2015,WALWORTH,64002 BLOOMFIELD (T),Residential,85725800
Residential,2015,WALWORTH,64004 DARIEN (T),Residential,109398000
Residential,2015,WALWORTH,64006 DELAVAN (T),Residential,827016600
Residential,2015,WALWORTH,64008 EAST TROY (T),Residential,722708700
Residential,2015,WALWORTH,64010 GENEVA (T),Residential,719571200
Residential,2015,WALWORTH,64012 LA FAYETTE (T),Residential,179215400
Residential,2015,WALWORTH,64014 LA GRANGE (T),Residential,702527100
Residential,2015,WALWORTH,64016 LINN (T),Residential,1480253800
Residential,2015,WALWORTH,64018 LYONS (T),Residential,298813300
Residential,2015,WALWORTH,64020 RICHMOND (T),Residential,200698400
Residential,2015,WALWORTH,64022 SHARON (T),Residential,46782800
Residential,2015,WALWORTH,64024 SPRING PRAIRIE (T),Residential,209769200
Residential,2015,WALWORTH,64026 SUGAR CREEK (T),Residential,310311771
Residential,2015,WALWORTH,64028 TROY (T),Residential,224682100
Residential,2015,WALWORTH,64030 WALWORTH (T),Residential,166313000
Residential,2015,WALWORTH,64032 WHITEWATER (T),Residential,268931000
Residential,2015,WASHBURN,65002 BARRONETT (T),Residential,20034600
Residential,2015,WASHBURN,65004 BASHAW (T),Residential,61818600
Residential,2015,WASHBURN,65006 BASS LAKE (T),Residential,44570200
Residential,2015,WASHBURN,65008 BEAVER BROOK (T),Residential,38116300
Residential,2015,WASHBURN,65010 BIRCHWOOD (T),Residential,187077100
Residential,2015,WASHBURN,65012 BROOKLYN (T),Residential,25622800
Residential,2015,WASHBURN,65014 CASEY (T),Residential,143343500
Residential,2015,WASHBURN,65016 CHICOG (T),Residential,86339200
Residential,2015,WASHBURN,65018 CRYSTAL (T),Residential,30097800
Residential,2015,WASHBURN,65020 EVERGREEN (T),Residential,74509800
Residential,2015,WASHBURN,65022 FROG CREEK (T),Residential,7455500
Residential,2015,WASHBURN,65024 GULL LAKE (T),Residential,27690400
Residential,2015,WASHBURN,65026 LONG LAKE (T),Residential,173749200
Residential,2015,WASHBURN,65030 MINONG (T),Residential,312300400
Residential,2015,WASHBURN,65032 SARONA (T),Residential,46044400
Residential,2015,WASHBURN,65034 SPOONER (T),Residential,78460900
Residential,2015,WASHBURN,65036 SPRINGBROOK (T),Residential,21734800
Residential,2015,WASHBURN,65038 STINNETT (T),Residential,9294200
Residential,2015,WASHBURN,65040 STONE LAKE (T),Residential,51978100
Residential,2015,WASHBURN,65042 TREGO (T),Residential,105964000
Residential,2015,WASHINGTON,66002 ADDISON (T),Residential,247115900
Residential,2015,WASHINGTON,66004 BARTON (T),Residential,259800600
Residential,2015,WASHINGTON,66006 ERIN (T),Residential,531237000
Residential,2015,WASHINGTON,66008 FARMINGTON (T),Residential,371667400
Residential,2015,WASHINGTON,66010 GERMANTOWN (T),Residential,21231500
Residential,2015,WASHINGTON,66012 HARTFORD (T),Residential,332045100
Residential,2015,WASHINGTON,66014 JACKSON (T),Residential,417255500
Residential,2015,WASHINGTON,66016 KEWASKUM (T),Residential,99307600
Residential,2015,WASHINGTON,66018 POLK (T),Residential,507856400
Residential,2015,WASHINGTON,66022 TRENTON (T),Residential,432632800
Residential,2015,WASHINGTON,66024 WAYNE (T),Residential,162622900
Residential,2015,WASHINGTON,66026 WEST BEND (T),Residential,778452400
Residential,2015,WAUKESHA,67002 BROOKFIELD (T),Residential,483269000
Residential,2015,WAUKESHA,67004 DELAFIELD (T),Residential,1448909000
Residential,2015,WAUKESHA,67006 EAGLE (T),Residential,418699600
Residential,2015,WAUKESHA,67008 GENESEE (T),Residential,851530000
Residential,2015,WAUKESHA,67010 LISBON (T),Residential,962670000
Residential,2015,WAUKESHA,67014 MERTON (T),Residential,1387137800
Residential,2015,WAUKESHA,67016 MUKWONAGO (T),Residential,835366100
Residential,2015,WAUKESHA,67022 OCONOMOWOC (T),Residential,1291239600
Residential,2015,WAUKESHA,67024 OTTAWA (T),Residential,517364200
Residential,2015,WAUKESHA,67030 VERNON (T),Residential,785436000
Residential,2015,WAUKESHA,67032 WAUKESHA (T),Residential,812092900
Residential,2015,WAUPACA,68002 BEAR CREEK (T),Residential,31116400
Residential,2015,WAUPACA,68004 CALEDONIA (T),Residential,129179400
Residential,2015,WAUPACA,68006 DAYTON (T),Residential,341073822
Residential,2015,WAUPACA,68008 DUPONT (T),Residential,23468400
Residential,2015,WAUPACA,68010 FARMINGTON (T),Residential,425791700
Residential,2015,WAUPACA,68012 FREMONT (T),Residential,56561500
Residential,2015,WAUPACA,68014 HARRISON (T),Residential,30681600
Residential,2015,WAUPACA,68016 HELVETIA (T),Residential,44134900
Residential,2015,WAUPACA,68018 IOLA (T),Residential,84036600
Residential,2015,WAUPACA,68020 LARRABEE (T),Residential,58302000
Residential,2015,WAUPACA,68022 LEBANON (T),Residential,85007000
Residential,2015,WAUPACA,68024 LIND (T),Residential,83693700
Residential,2015,WAUPACA,68026 LITTLE WOLF (T),Residential,72645700
Residential,2015,WAUPACA,68028 MATTESON (T),Residential,40473400
Residential,2015,WAUPACA,68030 MUKWA (T),Residential,196223500
Residential,2015,WAUPACA,68032 ROYALTON (T),Residential,102850000
Residential,2015,WAUPACA,68034 SAINT LAWRENCE (T),Residential,39903200
Residential,2015,WAUPACA,68036 SCANDINAVIA (T),Residential,87092800
Residential,2015,WAUPACA,68038 UNION (T),Residential,29561300
Residential,2015,WAUPACA,68040 WAUPACA (T),Residential,64649500
Residential,2015,WAUPACA,68042 WEYAUWEGA (T),Residential,33572100
Residential,2015,WAUPACA,68044 WYOMING (T),Residential,17219000
Residential,2015,WAUSHARA,69002 AURORA (T),Residential,54008800
Residential,2015,WAUSHARA,69004 BLOOMFIELD (T),Residential,67948000
Residential,2015,WAUSHARA,69006 COLOMA (T),Residential,74239200
Residential,2015,WAUSHARA,69008 DAKOTA (T),Residential,67049870
Residential,2015,WAUSHARA,69010 DEERFIELD (T),Residential,79937500
Residential,2015,WAUSHARA,69012 HANCOCK (T),Residential,51964100
Residential,2015,WAUSHARA,69014 LEON (T),Residential,153087100
Residential,2015,WAUSHARA,69016 MARION (T),Residential,296053400
Residential,2015,WAUSHARA,69018 MOUNT MORRIS (T),Residential,209316500
Residential,2015,WAUSHARA,69020 OASIS (T),Residential,30935350
Residential,2015,WAUSHARA,69022 PLAINFIELD (T),Residential,24233500
Residential,2015,WAUSHARA,69024 POY SIPPI (T),Residential,38772950
Residential,2015,WAUSHARA,69026 RICHFORD (T),Residential,36781300
Residential,2015,WAUSHARA,69028 ROSE (T),Residential,45681400
Residential,2015,WAUSHARA,69030 SAXEVILLE (T),Residential,119413061
Residential,2015,WAUSHARA,69032 SPRINGWATER (T),Residential,256300900
Residential,2015,WAUSHARA,69034 WARREN (T),Residential,28135820
Residential,2015,WAUSHARA,69036 WAUTOMA (T),Residential,89386200
Residential,2015,WINNEBAGO,70002 ALGOMA (T),Residential,558834900
Residential,2015,WINNEBAGO,70004 BLACK WOLF (T),Residential,242619800
Residential,2015,WINNEBAGO,70006 CLAYTON (T),Residential,376546800
Residential,2015,WINNEBAGO,70008 MENASHA (T),Residential,900538600
Residential,2015,WINNEBAGO,70010 NEENAH (T),Residential,322647800
Residential,2015,WINNEBAGO,70012 NEKIMI (T),Residential,92716900
Residential,2015,WINNEBAGO,70014 NEPEUSKUN (T),Residential,36726200
Residential,2015,WINNEBAGO,70016 OMRO (T),Residential,167859200
Residential,2015,WINNEBAGO,70018 OSHKOSH (T),Residential,291568300
Residential,2015,WINNEBAGO,70020 POYGAN (T),Residential,125726000
Residential,2015,WINNEBAGO,70022 RUSHFORD (T),Residential,84243900
Residential,2015,WINNEBAGO,70024 UTICA (T),Residential,96604700
Residential,2015,WINNEBAGO,70026 VINLAND (T),Residential,174877100
Residential,2015,WINNEBAGO,70028 WINCHESTER (T),Residential,111163000
Residential,2015,WINNEBAGO,70030 WINNECONNE (T),Residential,286615400
Residential,2015,WINNEBAGO,70032 WOLF RIVER (T),Residential,151044400
Residential,2015,WOOD,71002 ARPIN (T),Residential,35690500
Residential,2015,WOOD,71004 AUBURNDALE (T),Residential,23192800
Residential,2015,WOOD,71006 CAMERON (T),Residential,32445800
Residential,2015,WOOD,71008 CARY (T),Residential,22803850
Residential,2015,WOOD,71010 CRANMOOR (T),Residential,12125500
Residential,2015,WOOD,71012 DEXTER (T),Residential,19004800
Residential,2015,WOOD,71014 GRAND RAPIDS (T),Residential,438672000
Residential,2015,WOOD,71016 HANSEN (T),Residential,26722400
Residential,2015,WOOD,71018 HILES (T),Residential,7617200
Residential,2015,WOOD,71020 LINCOLN (T),Residential,97764000
Residential,2015,WOOD,71022 MARSHFIELD (T),Residential,47365500
Residential,2015,WOOD,71024 MILLADORE (T),Residential,23100500
Residential,2015,WOOD,71026 PORT EDWARDS (T),Residential,60128500
Residential,2015,WOOD,71028 REMINGTON (T),Residential,10041000
Residential,2015,WOOD,71030 RICHFIELD (T),Residential,75206600
Residential,2015,WOOD,71032 ROCK (T),Residential,43477750
Residential,2015,WOOD,71034 RUDOLPH (T),Residential,44007900
Residential,2015,WOOD,71036 SARATOGA (T),Residential,252306400
Residential,2015,WOOD,71038 SENECA (T),Residential,59721900
Residential,2015,WOOD,71040 SHERRY (T),Residential,26576900
Residential,2015,WOOD,71042 SIGEL (T),Residential,31047100
Residential,2015,WOOD,71044 WOOD (T),Residential,30836600
Residential,2015,MENOMINEE,72001 MENOMINEE (T),Residential,315600600
Residential,2016,ADAMS,01010 EASTON (T),Residential,63359000
Residential,2016,ASHLAND,02004 ASHLAND (T),Residential,19752900
Residential,2016,BARRON,03006 BARRON (T),Residential,29018900
Residential,2016,BARRON,03012 CHETEK (T),Residential,226725100
Residential,2016,BARRON,03040 SIOUX CREEK (T),Residential,23145300
Residential,2016,BARRON,03044 STANLEY (T),Residential,149714100
Residential,2016,BUFFALO,06006 BUFFALO (T),Residential,36677700
Residential,2016,BURNETT,07028 SCOTT (T),Residential,226074200
Residential,2016,CALUMET,08014 RANTOUL (T),Residential,41023100
Residential,2016,CHIPPEWA,09006 AUBURN (T),Residential,35263900
Residential,2016,CLARK,10048 SHERMAN (T),Residential,26389700
